resource_id,resource_title,resource_type,description,rating
Resource072,Bài tập định khoản kế toán,Tutorial,"Tài liệu 'Bài tập định khoản kế toán' thuộc ngành Kế toán, hỗ trợ chủ đề AccountingPrinciples, phù hợp mức Foundation. Nội dung hướng đến mục tiêu CreativeDesign, rèn kỹ năng JournalEntry, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource073,Kiểm toán căn bản,Slide,"Tài liệu 'Kiểm toán căn bản' thuộc ngành Kế toán, hỗ trợ chủ đề FinancialAccounting, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu LearnFoundation, rèn kỹ năng FinancialStatement, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource074,Sổ sách kế toán thực hành,PracticeExercise,"Tài liệu 'Sổ sách kế toán thực hành' thuộc ngành Kế toán, hỗ trợ chủ đề CostAccounting, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu PrepareExam, rèn kỹ năng ExcelAccounting, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource075,Phân tích chứng từ kế toán,Book,"Tài liệu 'Phân tích chứng từ kế toán' thuộc ngành Kế toán, hỗ trợ chủ đề TaxAccounting, phù hợp mức Foundation. Nội dung hướng đến mục tiêu ImproveCommunication, rèn kỹ năng TaxDeclaration, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource076,Tài chính doanh nghiệp căn bản,ProjectSample,"Tài liệu 'Tài chính doanh nghiệp căn bản' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề CorporateFinance, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu FinancialAnalysis, rèn kỹ năng FinancialAnalysis, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource077,Ngân hàng thương mại,Tutorial,"Tài liệu 'Ngân hàng thương mại' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề Banking, phù hợp mức Foundation. Nội dung hướng đến mục tiêu CreativeDesign, rèn kỹ năng CreditScoring, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource078,Phân tích tín dụng cá nhân,Slide,"Tài liệu 'Phân tích tín dụng cá nhân' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề Investment, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu LearnFoundation, rèn kỹ năng InvestmentEvaluation, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource079,Đầu tư chứng khoán nhập môn,PracticeExercise,"Tài liệu 'Đầu tư chứng khoán nhập môn' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề RiskManagement, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu PrepareExam, rèn kỹ năng RiskAssessment, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource080,Quản trị rủi ro tài chính,Book,"Tài liệu 'Quản trị rủi ro tài chính' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề CreditAnalysis, phù hợp mức Foundation. Nội dung hướng đến mục tiêu ImproveCommunication, rèn kỹ năng CashFlowAnalysis, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource081,Thị trường tài chính và tiền tệ,Video,"Tài liệu 'Thị trường tài chính và tiền tệ' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề FinancialMarkets, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu UnderstandTheory, rèn kỹ năng BankingOperations, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource082,Phân tích dòng tiền,Notebook,"Tài liệu 'Phân tích dòng tiền' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề CorporateFinance, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu DevelopCareer, rèn kỹ năng FinancialAnalysis, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource083,Định giá dự án đầu tư,ProjectSample,"Tài liệu 'Định giá dự án đầu tư' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề Banking, phù hợp mức Foundation. Nội dung hướng đến mục tiêu LearnProgramming, rèn kỹ năng CreditScoring, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource084,Nghiệp vụ ngân hàng số,Tutorial,"Tài liệu 'Nghiệp vụ ngân hàng số' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề Investment, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu LearnBusiness, rèn kỹ năng InvestmentEvaluation, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource085,Bài tập tài chính doanh nghiệp,Slide,"Tài liệu 'Bài tập tài chính doanh nghiệp' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề RiskManagement, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu ServiceOperations, rèn kỹ năng RiskAssessment, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource086,Quản trị chuỗi cung ứng,Video,"Tài liệu 'Quản trị chuỗi cung ứng' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề SupplyChain, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu UnderstandTheory, rèn kỹ năng WarehousePlanning, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource087,Quản lý kho vận thực hành,Notebook,"Tài liệu 'Quản lý kho vận thực hành' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Warehouse, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu DevelopCareer, rèn kỹ năng InventoryControl, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource088,Vận tải và giao nhận hàng hóa,ProjectSample,"Tài liệu 'Vận tải và giao nhận hàng hóa' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Transportation, phù hợp mức Foundation. Nội dung hướng đến mục tiêu LearnProgramming, rèn kỹ năng ProcurementAnalysis, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource089,Chứng từ xuất nhập khẩu,Tutorial,"Tài liệu 'Chứng từ xuất nhập khẩu' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Procurement, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu LearnBusiness, rèn kỹ năng ShippingDocument, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource090,Mua hàng và nhà cung cấp,Slide,"Tài liệu 'Mua hàng và nhà cung cấp' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề InventoryManagement, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu ServiceOperations, rèn kỹ năng RouteOptimization, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource091,Dự báo nhu cầu trong logistics,PracticeExercise,"Tài liệu 'Dự báo nhu cầu trong logistics' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề ImportExport, phù hợp mức Foundation. Nội dung hướng đến mục tiêu FinancialAnalysis, rèn kỹ năng DemandForecasting, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource092,Quản trị tồn kho,Book,"Tài liệu 'Quản trị tồn kho' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề SupplyChain, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu CreativeDesign, rèn kỹ năng WarehousePlanning, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource093,Tối ưu tuyến vận chuyển,Video,"Tài liệu 'Tối ưu tuyến vận chuyển' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Warehouse, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu LearnFoundation, rèn kỹ năng InventoryControl, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource094,Incoterms cho người mới,Notebook,"Tài liệu 'Incoterms cho người mới' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Transportation, phù hợp mức Foundation. Nội dung hướng đến mục tiêu PrepareExam, rèn kỹ năng ProcurementAnalysis, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource095,Case study chuỗi cung ứng bán lẻ,ProjectSample,"Tài liệu 'Case study chuỗi cung ứng bán lẻ' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Procurement, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu ImproveCommunication, rèn kỹ năng ShippingDocument, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource096,Nghiệp vụ hướng dẫn viên du lịch,PracticeExercise,"Tài liệu 'Nghiệp vụ hướng dẫn viên du lịch' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourGuiding, phù hợp mức Foundation. Nội dung hướng đến mục tiêu FinancialAnalysis, rèn kỹ năng TourGuiding, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource097,Thiết kế chương trình tour,Book,"Tài liệu 'Thiết kế chương trình tour' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourDesign, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu CreativeDesign, rèn kỹ năng ItineraryPlanning, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource098,Tuyến điểm du lịch Việt Nam,Video,"Tài liệu 'Tuyến điểm du lịch Việt Nam' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TravelOperations, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu LearnFoundation, rèn kỹ năng DestinationPresentation, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource099,Điều hành tour căn bản,Notebook,"Tài liệu 'Điều hành tour căn bản' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề DestinationKnowledge, phù hợp mức Foundation. Nội dung hướng đến mục tiêu PrepareExam, rèn kỹ năng CustomerCare, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource100,Chăm sóc khách du lịch,ProjectSample,"Tài liệu 'Chăm sóc khách du lịch' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề CustomerService, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu ImproveCommunication, rèn kỹ năng TravelDocumentation, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource101,Du lịch bền vững nhập môn,Tutorial,"Tài liệu 'Du lịch bền vững nhập môn' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề SustainableTourism, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu UnderstandTheory, rèn kỹ năng EventGuiding, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource102,Kỹ năng thuyết minh điểm đến,Slide,"Tài liệu 'Kỹ năng thuyết minh điểm đến' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourGuiding, phù hợp mức Foundation. Nội dung hướng đến mục tiêu DevelopCareer, rèn kỹ năng TourGuiding, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource103,Xử lý sự cố trong tour,PracticeExercise,"Tài liệu 'Xử lý sự cố trong tour' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourDesign, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu LearnProgramming, rèn kỹ năng ItineraryPlanning, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource104,Hồ sơ lữ hành thực hành,Book,"Tài liệu 'Hồ sơ lữ hành thực hành' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TravelOperations, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu LearnBusiness, rèn kỹ năng DestinationPresentation, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource105,Case study du lịch địa phương,Video,"Tài liệu 'Case study du lịch địa phương' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề DestinationKnowledge, phù hợp mức Foundation. Nội dung hướng đến mục tiêu ServiceOperations, rèn kỹ năng CustomerCare, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource106,Photoshop cơ bản cho thiết kế,Tutorial,"Tài liệu 'Photoshop cơ bản cho thiết kế' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Photoshop, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu UnderstandTheory, rèn kỹ năng PhotoEditing, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource107,Illustrator vector thực hành,Slide,"Tài liệu 'Illustrator vector thực hành' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Illustrator, phù hợp mức Foundation. Nội dung hướng đến mục tiêu DevelopCareer, rèn kỹ năng VectorDesign, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource108,Typography trong thiết kế,PracticeExercise,"Tài liệu 'Typography trong thiết kế' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Typography, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu LearnProgramming, rèn kỹ năng LayoutDesign, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource109,Thiết kế nhận diện thương hiệu,Book,"Tài liệu 'Thiết kế nhận diện thương hiệu' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Branding, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu LearnBusiness, rèn kỹ năng TypographySkill, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource110,UI UX Design nhập môn,Video,"Tài liệu 'UI UX Design nhập môn' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề UIUXDesign, phù hợp mức Foundation. Nội dung hướng đến mục tiêu ServiceOperations, rèn kỹ năng UIPrototyping, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource111,Portfolio thiết kế đồ họa,Notebook,"Tài liệu 'Portfolio thiết kế đồ họa' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề DesignPortfolio, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu FinancialAnalysis, rèn kỹ năng PortfolioBuilding, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource112,Bố cục màu sắc trong poster,ProjectSample,"Tài liệu 'Bố cục màu sắc trong poster' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Photoshop, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu CreativeDesign, rèn kỹ năng PhotoEditing, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource113,Thiết kế banner truyền thông,Tutorial,"Tài liệu 'Thiết kế banner truyền thông' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Illustrator, phù hợp mức Foundation. Nội dung hướng đến mục tiêu LearnFoundation, rèn kỹ năng VectorDesign, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource114,Figma cho người mới,Slide,"Tài liệu 'Figma cho người mới' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Typography, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu PrepareExam, rèn kỹ năng LayoutDesign, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource115,Bài tập thiết kế logo,PracticeExercise,"Tài liệu 'Bài tập thiết kế logo' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Branding, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu ImproveCommunication, rèn kỹ năng TypographySkill, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource116,Mạch điện cơ bản,Notebook,"Tài liệu 'Mạch điện cơ bản' thuộc ngành Điện - điện tử, hỗ trợ chủ đề CircuitTheory, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu FinancialAnalysis, rèn kỹ năng CircuitAnalysis, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource117,PLC Siemens nhập môn,ProjectSample,"Tài liệu 'PLC Siemens nhập môn' thuộc ngành Điện - điện tử, hỗ trợ chủ đề PLC, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu CreativeDesign, rèn kỹ năng PLCProgramming, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource118,Điện công nghiệp thực hành,Tutorial,"Tài liệu 'Điện công nghiệp thực hành' thuộc ngành Điện - điện tử, hỗ trợ chủ đề IndustrialElectrical, phù hợp mức Foundation. Nội dung hướng đến mục tiêu LearnFoundation, rèn kỹ năng WiringDiagram, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource119,Vi điều khiển Arduino,Slide,"Tài liệu 'Vi điều khiển Arduino' thuộc ngành Điện - điện tử, hỗ trợ chủ đề EmbeddedSystems, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu PrepareExam, rèn kỹ năng Microcontroller, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource120,Điện tử công suất căn bản,PracticeExercise,"Tài liệu 'Điện tử công suất căn bản' thuộc ngành Điện - điện tử, hỗ trợ chủ đề PowerElectronics, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu ImproveCommunication, rèn kỹ năng ElectricalSafety, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource121,Cảm biến trong hệ thống tự động,Book,"Tài liệu 'Cảm biến trong hệ thống tự động' thuộc ngành Điện - điện tử, hỗ trợ chủ đề SensorSystem, phù hợp mức Foundation. Nội dung hướng đến mục tiêu UnderstandTheory, rèn kỹ năng SensorCalibration, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource122,Đọc bản vẽ điện,Video,"Tài liệu 'Đọc bản vẽ điện' thuộc ngành Điện - điện tử, hỗ trợ chủ đề CircuitTheory, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu DevelopCareer, rèn kỹ năng CircuitAnalysis, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource123,An toàn điện công nghiệp,Notebook,"Tài liệu 'An toàn điện công nghiệp' thuộc ngành Điện - điện tử, hỗ trợ chủ đề PLC, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu LearnProgramming, rèn kỹ năng PLCProgramming, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource124,Bài tập phân tích mạch,ProjectSample,"Tài liệu 'Bài tập phân tích mạch' thuộc ngành Điện - điện tử, hỗ trợ chủ đề IndustrialElectrical, phù hợp mức Foundation. Nội dung hướng đến mục tiêu LearnBusiness, rèn kỹ năng WiringDiagram, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource125,Dự án điều khiển đèn tự động,Tutorial,"Tài liệu 'Dự án điều khiển đèn tự động' thuộc ngành Điện - điện tử, hỗ trợ chủ đề EmbeddedSystems, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu ServiceOperations, rèn kỹ năng Microcontroller, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource126,Digital Marketing tổng quan,Book,"Tài liệu 'Digital Marketing tổng quan' thuộc ngành Marketing số, hỗ trợ chủ đề DigitalMarketing, phù hợp mức Foundation. Nội dung hướng đến mục tiêu UnderstandTheory, rèn kỹ năng SEOPlanning, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource127,SEO cơ bản cho website,Video,"Tài liệu 'SEO cơ bản cho website' thuộc ngành Marketing số, hỗ trợ chủ đề SEO, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu DevelopCareer, rèn kỹ năng ContentWriting, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource128,Content Marketing thực hành,Notebook,"Tài liệu 'Content Marketing thực hành' thuộc ngành Marketing số, hỗ trợ chủ đề ContentMarketing, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu LearnProgramming, rèn kỹ năng CampaignPlanning, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource129,Quản trị mạng xã hội,ProjectSample,"Tài liệu 'Quản trị mạng xã hội' thuộc ngành Marketing số, hỗ trợ chủ đề SocialMedia, phù hợp mức Foundation. Nội dung hướng đến mục tiêu LearnBusiness, rèn kỹ năng AnalyticsReading, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource130,Đo lường chiến dịch marketing,Tutorial,"Tài liệu 'Đo lường chiến dịch marketing' thuộc ngành Marketing số, hỗ trợ chủ đề MarketingAnalytics, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu ServiceOperations, rèn kỹ năng SocialMediaManagement, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource131,Xây dựng thương hiệu cá nhân,Slide,"Tài liệu 'Xây dựng thương hiệu cá nhân' thuộc ngành Marketing số, hỗ trợ chủ đề BrandCommunication, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu FinancialAnalysis, rèn kỹ năng BrandMessaging, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource132,Viết nội dung quảng cáo,PracticeExercise,"Tài liệu 'Viết nội dung quảng cáo' thuộc ngành Marketing số, hỗ trợ chủ đề DigitalMarketing, phù hợp mức Foundation. Nội dung hướng đến mục tiêu CreativeDesign, rèn kỹ năng SEOPlanning, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource133,Email Marketing căn bản,Book,"Tài liệu 'Email Marketing căn bản' thuộc ngành Marketing số, hỗ trợ chủ đề SEO, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu LearnFoundation, rèn kỹ năng ContentWriting, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource134,Phân tích khách hàng mục tiêu,Video,"Tài liệu 'Phân tích khách hàng mục tiêu' thuộc ngành Marketing số, hỗ trợ chủ đề ContentMarketing, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu PrepareExam, rèn kỹ năng CampaignPlanning, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource135,Kế hoạch truyền thông số,Notebook,"Tài liệu 'Kế hoạch truyền thông số' thuộc ngành Marketing số, hỗ trợ chủ đề SocialMedia, phù hợp mức Foundation. Nội dung hướng đến mục tiêu ImproveCommunication, rèn kỹ năng AnalyticsReading, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource136,Pháp luật kinh doanh căn bản,Slide,"Tài liệu 'Pháp luật kinh doanh căn bản' thuộc ngành Luật kinh tế, hỗ trợ chủ đề BusinessLaw, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu FinancialAnalysis, rèn kỹ năng ContractReading, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource137,Luật hợp đồng thực hành,PracticeExercise,"Tài liệu 'Luật hợp đồng thực hành' thuộc ngành Luật kinh tế, hỗ trợ chủ đề ContractLaw, phù hợp mức Foundation. Nội dung hướng đến mục tiêu CreativeDesign, rèn kỹ năng LegalReasoning, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource138,Luật lao động cho doanh nghiệp,Book,"Tài liệu 'Luật lao động cho doanh nghiệp' thuộc ngành Luật kinh tế, hỗ trợ chủ đề LaborLaw, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu LearnFoundation, rèn kỹ năng ComplianceChecklist, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource139,Pháp luật thuế cơ bản,Video,"Tài liệu 'Pháp luật thuế cơ bản' thuộc ngành Luật kinh tế, hỗ trợ chủ đề TaxLaw, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu PrepareExam, rèn kỹ năng CaseAnalysis, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource140,Sở hữu trí tuệ nhập môn,Notebook,"Tài liệu 'Sở hữu trí tuệ nhập môn' thuộc ngành Luật kinh tế, hỗ trợ chủ đề IntellectualProperty, phù hợp mức Foundation. Nội dung hướng đến mục tiêu ImproveCommunication, rèn kỹ năng LegalWriting, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource141,Kỹ năng đọc hợp đồng,ProjectSample,"Tài liệu 'Kỹ năng đọc hợp đồng' thuộc ngành Luật kinh tế, hỗ trợ chủ đề LegalCompliance, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu UnderstandTheory, rèn kỹ năng RiskIdentification, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource142,Phân tích tình huống pháp lý,Tutorial,"Tài liệu 'Phân tích tình huống pháp lý' thuộc ngành Luật kinh tế, hỗ trợ chủ đề BusinessLaw, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu DevelopCareer, rèn kỹ năng ContractReading, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource143,Tuân thủ pháp luật doanh nghiệp,Slide,"Tài liệu 'Tuân thủ pháp luật doanh nghiệp' thuộc ngành Luật kinh tế, hỗ trợ chủ đề ContractLaw, phù hợp mức Foundation. Nội dung hướng đến mục tiêu LearnProgramming, rèn kỹ năng LegalReasoning, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource144,Viết văn bản pháp lý,PracticeExercise,"Tài liệu 'Viết văn bản pháp lý' thuộc ngành Luật kinh tế, hỗ trợ chủ đề LaborLaw, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu LearnBusiness, rèn kỹ năng ComplianceChecklist, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
