query_id,hyperedge_id,resource_id,evidence_id,label,label_name,match_type,matched_fields,reason
Q043,H0115,Resource039,E0115,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0116,Resource039,E0116,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0117,Resource039,E0117,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0118,Resource040,E0118,3,very_relevant,expected_resource,domain;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0119,Resource040,E0119,3,very_relevant,expected_resource,domain;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0120,Resource040,E0120,3,very_relevant,expected_resource,domain;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0121,Resource041,E0121,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0122,Resource041,E0122,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0123,Resource041,E0123,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0127,Resource043,E0127,3,very_relevant,expected_resource,domain;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0128,Resource043,E0128,3,very_relevant,expected_resource,domain;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0129,Resource043,E0129,3,very_relevant,expected_resource,domain;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0133,Resource045,E0133,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0134,Resource045,E0134,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0135,Resource045,E0135,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q043,H0124,Resource042,E0124,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q043,H0125,Resource042,E0125,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q043,H0130,Resource044,E0130,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q043,H0131,Resource044,E0131,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q043,H0046,Resource016,E0046,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q043,H0049,Resource017,E0049,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q043,H0052,Resource018,E0052,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q043,H0058,Resource020,E0058,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q043,H0064,Resource022,E0064,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q043,H0070,Resource024,E0070,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q043,H0079,Resource027,E0079,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q043,H0085,Resource029,E0085,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q043,H0004,Resource002,E0004,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q043,H0007,Resource003,E0007,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q043,H0010,Resource004,E0010,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q043,H0013,Resource005,E0013,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q043,H0016,Resource006,E0016,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q043,H0022,Resource008,E0022,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q043,H0031,Resource011,E0031,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q043,H0034,Resource012,E0034,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q044,H0106,Resource036,E0106,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0107,Resource036,E0107,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0108,Resource036,E0108,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0115,Resource039,E0115,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0116,Resource039,E0116,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0117,Resource039,E0117,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0124,Resource042,E0124,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0125,Resource042,E0125,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0126,Resource042,E0126,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0133,Resource045,E0133,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0134,Resource045,E0134,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0135,Resource045,E0135,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q044,H0109,Resource037,E0109,2,relevant,metadata_strong_match,domain;topic,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q044,H0110,Resource037,E0110,2,relevant,metadata_strong_match,domain;topic,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q044,H0130,Resource044,E0130,2,relevant,metadata_strong_match,domain;topic,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q044,H0131,Resource044,E0131,2,relevant,metadata_strong_match,domain;topic,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q044,H0091,Resource031,E0091,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q044,H0100,Resource034,E0100,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q044,H0139,Resource047,E0139,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q044,H0148,Resource050,E0148,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q044,H0271,Resource091,E0271,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q044,H0280,Resource094,E0280,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q044,H0286,Resource096,E0286,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q044,H0295,Resource099,E0295,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q044,H0034,Resource012,E0034,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q044,H0169,Resource057,E0169,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q044,H0241,Resource081,E0241,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q044,H0310,Resource104,E0310,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q044,H0343,Resource115,E0343,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q044,H0397,Resource133,E0397,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q044,H0436,Resource146,E0436,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q044,H0445,Resource149,E0445,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q045,H0112,Resource038,E0112,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q045,H0113,Resource038,E0113,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q045,H0114,Resource038,E0114,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q045,H0121,Resource041,E0121,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q045,H0122,Resource041,E0122,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q045,H0123,Resource041,E0123,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q045,H0130,Resource044,E0130,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q045,H0131,Resource044,E0131,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q045,H0132,Resource044,E0132,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q045,H0106,Resource036,E0106,2,relevant,metadata_strong_match,domain;topic,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q045,H0107,Resource036,E0107,2,relevant,metadata_strong_match,domain;topic,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q045,H0097,Resource033,E0097,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q045,H0136,Resource046,E0136,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q045,H0145,Resource049,E0145,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q045,H0277,Resource093,E0277,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q045,H0292,Resource098,E0292,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q045,H0301,Resource101,E0301,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q045,H0310,Resource104,E0310,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q045,H0316,Resource106,E0316,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q045,H0058,Resource020,E0058,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q045,H0091,Resource031,E0091,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q045,H0283,Resource095,E0283,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q045,H0304,Resource102,E0304,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q045,H0331,Resource111,E0331,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q045,H0418,Resource140,E0418,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q045,H0442,Resource148,E0442,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q045,H0460,Resource154,E0460,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q046,H0106,Resource036,E0106,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q046,H0107,Resource036,E0107,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q046,H0108,Resource036,E0108,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q046,H0130,Resource044,E0130,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q046,H0131,Resource044,E0131,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q046,H0132,Resource044,E0132,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q046,H0112,Resource038,E0112,2,relevant,metadata_strong_match,domain;level;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q046,H0113,Resource038,E0113,2,relevant,metadata_strong_match,domain;level;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q046,H0124,Resource042,E0124,2,relevant,metadata_strong_match,domain;level;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q046,H0125,Resource042,E0125,2,relevant,metadata_strong_match,domain;level;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q046,H0046,Resource016,E0046,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q046,H0091,Resource031,E0091,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q046,H0115,Resource039,E0115,1,partially_relevant,metadata_partial_match,domain;level,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q046,H0121,Resource041,E0121,1,partially_relevant,metadata_partial_match,domain;level,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q046,H0133,Resource045,E0133,1,partially_relevant,metadata_partial_match,domain;level,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q046,H0145,Resource049,E0145,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q046,H0190,Resource064,E0190,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q046,H0205,Resource069,E0205,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q046,H0004,Resource002,E0004,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q046,H0019,Resource007,E0019,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q046,H0037,Resource013,E0037,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q046,H0043,Resource015,E0043,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q046,H0061,Resource021,E0061,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q046,H0373,Resource125,E0373,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q046,H0388,Resource130,E0388,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q046,H0454,Resource152,E0454,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q047,H0106,Resource036,E0106,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q047,H0107,Resource036,E0107,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q047,H0108,Resource036,E0108,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q047,H0124,Resource042,E0124,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q047,H0125,Resource042,E0125,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q047,H0126,Resource042,E0126,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q047,H0130,Resource044,E0130,2,relevant,metadata_strong_match,domain;topic,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q047,H0131,Resource044,E0131,2,relevant,metadata_strong_match,domain;topic,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q047,H0091,Resource031,E0091,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q047,H0115,Resource039,E0115,1,partially_relevant,metadata_partial_match,domain;level,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q047,H0133,Resource045,E0133,1,partially_relevant,metadata_partial_match,domain;level,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q047,H0139,Resource047,E0139,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q047,H0271,Resource091,E0271,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q047,H0286,Resource096,E0286,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q047,H0304,Resource102,E0304,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q047,H0319,Resource107,E0319,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q047,H0019,Resource007,E0019,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q047,H0076,Resource026,E0076,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q047,H0169,Resource057,E0169,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q047,H0217,Resource073,E0217,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q047,H0265,Resource089,E0265,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q047,H0283,Resource095,E0283,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q047,H0373,Resource125,E0373,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q047,H0421,Resource141,E0421,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q048,H0106,Resource036,E0106,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0107,Resource036,E0107,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0108,Resource036,E0108,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0109,Resource037,E0109,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0110,Resource037,E0110,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0111,Resource037,E0111,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0112,Resource038,E0112,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0113,Resource038,E0113,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0114,Resource038,E0114,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0115,Resource039,E0115,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0116,Resource039,E0116,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0117,Resource039,E0117,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0118,Resource040,E0118,3,very_relevant,expected_resource,domain;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0119,Resource040,E0119,3,very_relevant,expected_resource,domain;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0120,Resource040,E0120,3,very_relevant,expected_resource,domain;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0121,Resource041,E0121,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0122,Resource041,E0122,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0123,Resource041,E0123,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0127,Resource043,E0127,3,very_relevant,expected_resource,domain;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0128,Resource043,E0128,3,very_relevant,expected_resource,domain;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0129,Resource043,E0129,3,very_relevant,expected_resource,domain;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0133,Resource045,E0133,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0134,Resource045,E0134,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0135,Resource045,E0135,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q048,H0124,Resource042,E0124,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q048,H0125,Resource042,E0125,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q048,H0130,Resource044,E0130,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q048,H0131,Resource044,E0131,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q048,H0046,Resource016,E0046,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q048,H0049,Resource017,E0049,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q048,H0052,Resource018,E0052,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q048,H0058,Resource020,E0058,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q048,H0064,Resource022,E0064,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q048,H0070,Resource024,E0070,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q048,H0079,Resource027,E0079,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q048,H0085,Resource029,E0085,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q048,H0001,Resource001,E0001,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q048,H0004,Resource002,E0004,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q048,H0007,Resource003,E0007,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q048,H0016,Resource006,E0016,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q048,H0019,Resource007,E0019,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q048,H0022,Resource008,E0022,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q048,H0028,Resource010,E0028,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q048,H0043,Resource015,E0043,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q049,H0136,Resource046,E0136,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0137,Resource046,E0137,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0138,Resource046,E0138,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0139,Resource047,E0139,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0140,Resource047,E0140,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0141,Resource047,E0141,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0142,Resource048,E0142,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0143,Resource048,E0143,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0144,Resource048,E0144,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0145,Resource049,E0145,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0146,Resource049,E0146,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0147,Resource049,E0147,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0148,Resource050,E0148,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0149,Resource050,E0149,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0150,Resource050,E0150,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0151,Resource051,E0151,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0152,Resource051,E0152,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0153,Resource051,E0153,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0157,Resource053,E0157,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0158,Resource053,E0158,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0159,Resource053,E0159,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0163,Resource055,E0163,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0164,Resource055,E0164,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0165,Resource055,E0165,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q049,H0154,Resource052,E0154,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q049,H0155,Resource052,E0155,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q049,H0160,Resource054,E0160,2,relevant,metadata_strong_match,domain;topic;level;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q049,H0161,Resource054,E0161,2,relevant,metadata_strong_match,domain;topic;level;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q049,H0046,Resource016,E0046,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q049,H0049,Resource017,E0049,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q049,H0052,Resource018,E0052,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q049,H0058,Resource020,E0058,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
